left,bottom,right,top,gid,CCTV,경사도,공원,관공서,주차장,주택가,POP,sum,rank
129.07,35.149,129.071,35.15,1547,0.0,0.06722689075630252,0.0,0.0,0.0,0.029411764705882353,0.07937173683525446,0.1760103922974393,1209
129.053,35.18,129.054,35.181,949,0.0,0.03361344537815126,0.0,0.0,0.0,0.11764705882352941,0.024499949380269875,0.17576045358195053,1210
129.037,35.169,129.038,35.17,1498,0.0,0.014005602240896359,0.0,0.0,0.0,0.044117647058823525,0.11672427674047506,0.17484752604019493,1211
129.049,35.156,129.05,35.157,1149,0.0,0.06442577030812326,0.0,0.0,0.0,0.07352941176470588,0.036822237970582705,0.17477742004341185,1212
129.05,35.178,129.051,35.179,614,0.0,0.09243697478991597,0.0,0.0,0.0,0.029411764705882353,0.05234080094875836,0.1741895404445567,1213
129.049,35.148,129.05,35.149,934,0.0,0.06722689075630252,0.0,0.0,0.0,0.014705882352941176,0.09223879014024076,0.17417156324948446,1214
129.064,35.156,129.065,35.157,1417,0.0,0.12324929971988796,0.0,0.0,0.0,0.044117647058823525,0.00651789286936735,0.17388483964807885,1215
129.031,35.161,129.032,35.162,693,0.0,0.0056022408963585435,0.015384615384615385,0.0,0.0,0.0,0.15278962922252914,0.17377648550350308,1216
129.035,35.145,129.036,35.146,1476,0.0,0.022408963585434174,0.0,0.0,0.0,0.10294117647058823,0.04811284825169094,0.17346298830771334,1217
129.068,35.157,129.069,35.158,1116,0.0,0.07282913165266107,0.0,0.0,0.0,0.08823529411764705,0.012317467663634304,0.17338189343394242,1218
129.043,35.151,129.044,35.152,245,0.0,0.05042016806722689,0.0,0.0,0.0,0.11764705882352941,0.005293377493021709,0.17336060438377804,1219
129.072,35.173,129.073,35.174,1425,0.0,0.09803921568627451,0.0,0.0,0.0,0.058823529411764705,0.015894595259100704,0.1727573403571399,1220
129.06,35.18,129.061,35.181,1555,0.0,0.058823529411764705,0.0,0.0,0.0,0.10294117647058823,0.01089529429346909,0.172660000175822,1221
129.072,35.173,129.073,35.174,1560,0.0,0.09803921568627451,0.0,0.0,0.0,0.058823529411764705,0.015359472397784301,0.1722222174958235,1222
129.052,35.171,129.053,35.172,1313,0.0,0.047619047619047616,0.0,0.0,0.0,0.07352941176470588,0.051010225185485154,0.17215868456923866,1223
129.027,35.169,129.028,35.17,970,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.169354333289945,0.17215545373812427,1224
129.05,35.165,129.051,35.166,440,0.0,0.08123249299719888,0.0,0.0,0.0,0.0,0.09087446789021786,0.17210696088741673,1225
129.059,35.161,129.06,35.162,315,0.0,0.07563025210084033,0.0,0.0,0.0,0.058823529411764705,0.03738628639197026,0.1718400679045753,1226
129.029,35.173,129.03,35.174,580,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.16870832911502248,0.17150944956320174,1227
129.031,35.176,129.032,35.177,209,0.0,0.0,0.0,0.0,0.0,0.0,0.17116700172107083,0.17116700172107083,1228
129.064,35.156,129.065,35.157,917,0.0,0.12324929971988796,0.0,0.0,0.0,0.044117647058823525,0.003258946434683675,0.17062589321339516,1229
129.048,35.181,129.049,35.182,705,0.0,0.10644257703081232,0.0,0.0,0.0,0.044117647058823525,0.019934531815705616,0.17049475590534147,1230
129.033,35.159,129.034,35.16,692,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.1506057494371568,0.1702135925744117,1231
129.057,35.161,129.058,35.162,550,0.0,0.05322128851540616,0.0,0.0,0.0,0.058823529411764705,0.05805841998949038,0.17010323791666124,1232
129.022,35.159,129.023,35.16,531,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.1671800953579297,0.16998121580610895,1233
129.072,35.155,129.073,35.156,1212,0.0,0.022408963585434174,0.0,0.0,0.0,0.014705882352941176,0.13241157215239915,0.1695264180907745,1234
129.051,35.151,129.052,35.152,1650,0.0,0.09523809523809523,0.0,0.0,0.0,0.07352941176470588,0.0,0.16876750700280113,1235
129.021,35.146,129.022,35.147,669,0.0,0.056022408963585436,0.0,0.0,0.0,0.08823529411764705,0.023622540724778117,0.1678802438060106,1236
129.036,35.148,129.037,35.149,504,0.0,0.06162464985994398,0.0,0.0,0.0,0.10294117647058823,0.0032782301413977794,0.16784405647193,1237
129.059,35.181,129.06,35.182,1690,0.0,0.03361344537815126,0.0,0.0,0.0,0.1323529411764706,0.0,0.16596638655462184,1238
129.079,35.171,129.08,35.172,826,0.0,0.09523809523809523,0.0,0.0,0.0,0.014705882352941176,0.05539726846294395,0.16534124605398037,1239
129.061,35.169,129.062,35.17,1705,0.0,0.04201680672268908,0.1076923076923077,0.0,0.0,0.014705882352941176,0.0,0.16441499676793797,1240
129.054,35.159,129.055,35.16,1305,0.0,0.06162464985994398,0.0,0.0,0.0,0.058823529411764705,0.043745088680946245,0.16419326795265493,1241
129.044,35.164,129.045,35.165,282,0.0,0.01680672268907563,0.0,0.0,0.0,0.07352941176470588,0.073384145900525,0.16372028035430652,1242
129.06,35.165,129.061,35.166,1167,0.0,0.0896358543417367,0.015384615384615385,0.0,0.0,0.029411764705882353,0.02848203481673247,0.1629142692489669,1243
129.059,35.164,129.06,35.165,1139,0.0,0.07282913165266107,0.0,0.0,0.0,0.08823529411764705,0.0018030265777687787,0.1628674523480769,1244
129.06,35.147,129.061,35.148,869,0.0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.08929320393966128,0.16282261570436718,1245
129.027,35.153,129.028,35.154,1566,0.0,0.08683473389355742,0.0,0.0,0.0,0.029411764705882353,0.04651230059442026,0.16275879919386005,1246
129.061,35.153,129.062,35.154,394,0.0,0.1092436974789916,0.0,0.0,0.0,0.029411764705882353,0.02400821485906021,0.16266367704393417,1247
129.016,35.143,129.017,35.144,642,0.0,0.014005602240896359,0.0,0.0,0.0,0.014705882352941176,0.13327933895453384,0.16199082354837138,1248
129.063,35.165,129.064,35.166,660,0.0,0.047619047619047616,0.015384615384615385,0.0,0.0,0.044117647058823525,0.054418620347203135,0.16153993040968967,1249
129.058,35.146,129.059,35.147,968,0.0,0.09243697478991597,0.0,0.0,0.0,0.058823529411764705,0.008725877288132325,0.159986381489813,1250
129.048,35.175,129.049,35.176,1926,0.0,0.04201680672268908,0.0,0.0,0.0,0.11764705882352941,0.0,0.15966386554621848,1251
129.061,35.166,129.062,35.167,1702,0.0,0.036414565826330535,0.12307692307692308,0.0,0.0,0.0,0.0,0.15949148890325363,1252
129.032,35.147,129.033,35.148,812,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.15378756104498406,0.1593898019413426,1253
129.065,35.154,129.066,35.155,684,0.0,0.10364145658263306,0.0,0.0,0.0,0.044117647058823525,0.010948324486932878,0.15870742812838945,1254
129.07,35.165,129.071,35.166,202,0.0,0.11204481792717087,0.0,0.0,0.0,0.044117647058823525,0.0020971031051588733,0.15825956809115327,1255
129.034,35.155,129.035,35.156,865,0.0,0.05042016806722689,0.0,0.0,0.0,0.0,0.10768503921823853,0.15810520728546543,1256
129.065,35.164,129.066,35.165,708,0.0,0.058823529411764705,0.0,0.0,0.0,0.07352941176470588,0.024302291386450302,0.15665523256292088,1257
129.059,35.162,129.06,35.163,679,0.0,0.0896358543417367,0.0,0.0,0.0,0.044117647058823525,0.022687280949144045,0.15644078234970427,1258
129.067,35.147,129.068,35.148,823,0.0,0.0196078431372549,0.0,0.0,0.0,0.07352941176470588,0.06177053353195551,0.15490778843391628,1259
129.028,35.172,129.029,35.173,768,0.0,0.0,0.0,0.0,0.0,0.0,0.15399968181883922,0.15399968181883922,1260
129.059,35.143,129.06,35.144,641,0.0,0.1092436974789916,0.0,0.0,0.0,0.029411764705882353,0.01507503772375126,0.15373049990862522,1261
129.069,35.172,129.07,35.173,502,0.0,0.0896358543417367,0.0,0.0,0.0,0.058823529411764705,0.005163212472701503,0.1536225962262029,1262
129.031,35.162,129.032,35.163,1285,0.0,0.0,0.0,0.0,0.0,0.0,0.15348866359091545,0.15348866359091545,1263
129.031,35.172,129.032,35.173,903,0.0,0.0392156862745098,0.0,0.0,0.0,0.07352941176470588,0.03998476587169585,0.15272986391091153,1264
129.054,35.179,129.055,35.18,1427,0.0,0.0392156862745098,0.0,0.0,0.0,0.10294117647058823,0.010268573825260691,0.15242543657035873,1265
129.068,35.15,129.069,35.151,1405,0.0,0.056022408963585436,0.0,0.0,0.0,0.08823529411764705,0.007737587319034465,0.15199529040026694,1266
129.03,35.159,129.031,35.16,841,0.0,0.0,0.0,0.0,0.0,0.0,0.15175795091332456,0.15175795091332456,1267
129.028,35.168,129.029,35.169,867,0.0,0.0,0.0,0.0,0.0,0.0,0.15105891654493825,0.15105891654493825,1268
129.03,35.153,129.031,35.154,902,0.0,0.13445378151260504,0.0,0.0,0.0,0.0,0.016468285533845314,0.15092206704645034,1269
129.018,35.152,129.019,35.153,274,0.0,0.08403361344537816,0.0,0.0,0.0,0.058823529411764705,0.0075929595186786806,0.15045010237582154,1270
129.062,35.163,129.063,35.164,921,0.0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.07684557125570678,0.15037498302041266,1271
129.042,35.147,129.043,35.148,1505,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.1447242188893549,0.15032645978571346,1272
129.035,35.153,129.036,35.154,907,0.0,0.04201680672268908,0.0,0.0,0.0,0.07352941176470588,0.034517835018247206,0.15006405350564217,1273
129.027,35.154,129.028,35.155,647,0.0,0.028011204481792718,0.0,0.0,0.0,0.029411764705882353,0.09219540180013402,0.1496183709878091,1274
129.024,35.162,129.025,35.163,24,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.14552449271799026,0.14832561316616952,1275
129.061,35.174,129.062,35.175,340,0.0,0.05042016806722689,0.0,0.0,0.0,0.044117647058823525,0.05337730018464149,0.1479151153106919,1276
129.056,35.175,129.057,35.176,848,0.0,0.022408963585434174,0.0,0.0,0.0,0.0,0.12318431848970009,0.14559328207513425,1277
129.065,35.157,129.066,35.158,495,0.0,0.09243697478991597,0.0,0.0,0.0,0.044117647058823525,0.00855714485438391,0.14511176670312342,1278
129.047,35.166,129.048,35.167,611,0.0,0.025210084033613446,0.0,0.0,0.0,0.07352941176470588,0.045875938272854806,0.14461543407117414,1279
129.057,35.151,129.058,35.152,46,0.0,0.08683473389355742,0.0,0.0,0.0,0.044117647058823525,0.013421459873016791,0.14437384082539773,1280
129.079,35.173,129.08,35.174,894,0.0,0.10084033613445378,0.0,0.0,0.0,0.014705882352941176,0.028679692810552045,0.144225911297947,1281
129.047,35.176,129.048,35.177,380,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.14132064465431543,0.1441217651024947,1282
129.046,35.167,129.047,35.168,796,0.0,0.01680672268907563,0.0,0.0,0.0,0.014705882352941176,0.11221188936937457,0.14372449441139137,1283
129.023,35.147,129.024,35.148,246,0.0,0.014005602240896359,0.0,0.0,0.0,0.014705882352941176,0.11493089201606332,0.14364237660990087,1284
129.031,35.171,129.032,35.172,1129,0.0,0.05322128851540616,0.0,0.0,0.0,0.058823529411764705,0.031239604876849427,0.1432844228040203,1285
129.029,35.168,129.03,35.169,225,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.14010577113132686,0.14290689157950612,1286
129.033,35.154,129.034,35.155,559,0.0,0.03081232492997199,0.0,0.0,0.0,0.0,0.11201423137555501,0.14282655630552699,1287
129.067,35.166,129.068,35.167,671,0.0,0.0784313725490196,0.0,0.0,0.0,0.058823529411764705,0.0054669308534486495,0.14272183281423298,1288
129.06,35.175,129.061,35.176,822,0.0,0.01680672268907563,0.06153846153846154,0.0,0.0,0.044117647058823525,0.019462081001210052,0.14192491228757076,1289
129.039,35.145,129.04,35.146,543,0.0,0.056022408963585436,0.0,0.0,0.0,0.0,0.08569197171080224,0.14171438067438769,1290
129.024,35.16,129.025,35.161,2411,0.0,0.05322128851540616,0.0,0.0,0.0,0.08823529411764705,0.0,0.14145658263305322,1291
129.043,35.176,129.044,35.177,486,0.0,0.028011204481792718,0.0,0.0,0.0,0.08823529411764705,0.025039893168264802,0.14128639176770458,1292
129.058,35.156,129.059,35.157,688,0.0,0.11204481792717087,0.0,0.0,0.0,0.014705882352941176,0.014327794088579706,0.14107849436869174,1293
129.057,35.159,129.058,35.16,904,0.0,0.09803921568627451,0.0,0.0,0.0,0.029411764705882353,0.01280920218484397,0.14026018257700082,1294
129.043,35.15,129.044,35.151,1334,0.0,0.025210084033613446,0.0,0.0,0.0,0.08823529411764705,0.026466887465108543,0.13991226561636905,1295
129.072,35.149,129.073,35.15,1418,0.0,0.04481792717086835,0.0,0.0,0.0,0.07352941176470588,0.020594998770663696,0.13894233770623793,1296
129.069,35.15,129.07,35.151,319,0.0,0.0896358543417367,0.0,0.0,0.0,0.044117647058823525,0.005158391546022976,0.1389118929465832,1297
129.06,35.175,129.061,35.176,828,0.0,0.01680672268907563,0.06153846153846154,0.0,0.0,0.044117647058823525,0.015923520819171862,0.13838635210553255,1298
129.061,35.181,129.062,35.182,75,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.1089529429346909,0.13836470764057326,1299
129.054,35.154,129.055,35.155,223,0.0,0.1092436974789916,0.0,0.0,0.0,0.0,0.02837115350312637,0.13761485098211795,1300
129.014,35.145,129.015,35.146,442,0.0,0.008403361344537815,0.0,0.0,0.0,0.029411764705882353,0.09969194278524217,0.13750706883566233,1301
129.04,35.152,129.041,35.153,2226,0.0,0.0784313725490196,0.0,0.0,0.0,0.058823529411764705,0.0,0.13725490196078433,1302
129.058,35.163,129.059,35.164,1096,0.0,0.04201680672268908,0.0,0.0,0.0,0.058823529411764705,0.03606053155537557,0.13690086768982934,1303
129.029,35.16,129.03,35.161,843,0.0,0.0056022408963585435,0.015384615384615385,0.0,0.0,0.0,0.11545155209734415,0.13643840837831808,1304
129.06,35.165,129.061,35.166,1513,0.0,0.0896358543417367,0.015384615384615385,0.0,0.0,0.029411764705882353,0.0017644591643405695,0.136196693596575,1305
129.05,35.187,129.051,35.188,1433,0.0,0.0,0.0,0.0,0.0,0.0,0.136167074034971,0.136167074034971,1306
129.058,35.173,129.059,35.174,278,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.12760992918058708,0.1360132905251249,1307
129.07,35.174,129.071,35.175,754,0.0,0.011204481792717087,0.0,0.0,0.0,0.014705882352941176,0.10982553066350413,0.1357358948091624,1308
129.051,35.156,129.052,35.157,1642,0.0,0.06162464985994398,0.0,0.0,0.0,0.07352941176470588,0.0,0.13515406162464988,1309
129.033,35.163,129.034,35.164,1431,0.0,0.03081232492997199,0.0,0.0,0.0,0.0,0.10348601208124225,0.13429833701121424,1310
129.04,35.146,129.041,35.147,678,0.0,0.07282913165266107,0.0,0.0,0.0,0.0,0.06093651321657049,0.13376564486923156,1311
129.026,35.152,129.027,35.153,2362,0.0,0.0896358543417367,0.0,0.0,0.0,0.044117647058823525,0.0,0.13375350140056022,1312
129.072,35.154,129.073,35.155,908,0.0,0.05042016806722689,0.0,0.0,0.0,0.014705882352941176,0.06859214478207001,0.1337181952022381,1313
129.057,35.156,129.058,35.157,1537,0.0,0.09523809523809523,0.0,0.0,0.0,0.029411764705882353,0.008393233347314021,0.1330430932912916,1314
129.037,35.161,129.038,35.162,307,0.0,0.05042016806722689,0.0,0.0,0.0,0.014705882352941176,0.06764724315307888,0.13277329357324696,1315
129.042,35.153,129.043,35.154,1907,0.0,0.0,0.0,0.0,0.0,0.1323529411764706,0.0,0.1323529411764706,1316
129.074,35.177,129.075,35.178,1102,0.0,0.08403361344537816,0.0,0.0,0.0,0.029411764705882353,0.018719658292717024,0.13216503644397753,1317
129.023,35.155,129.024,35.156,470,0.0,0.0896358543417367,0.0,0.0,0.0,0.029411764705882353,0.01287187423166481,0.13191949327928384,1318
129.064,35.158,129.065,35.159,1108,0.0,0.08403361344537816,0.0,0.0,0.0,0.044117647058823525,0.0033457231148971457,0.1314969836190988,1319
129.058,35.153,129.059,35.154,1027,0.0,0.12605042016806722,0.0,0.0,0.0,0.0,0.004989659112274561,0.13104007928034178,1320
129.054,35.165,129.055,35.166,992,0.0,0.014005602240896359,0.0,0.0,0.0,0.044117647058823525,0.07208249569732295,0.13020574499704282,1321
129.058,35.156,129.059,35.157,1176,0.0,0.11204481792717087,0.0,0.0,0.0,0.014705882352941176,0.0033264394081830412,0.13007713968829507,1322
129.057,35.154,129.058,35.155,298,0.0,0.07563025210084033,0.0,0.0,0.0,0.044117647058823525,0.010075736758119645,0.1298236359177835,1323
129.06,35.164,129.061,35.165,1151,0.0,0.03081232492997199,0.0,0.0,0.0,0.0,0.09880489227639336,0.12961721720636535,1324
129.034,35.154,129.035,35.155,434,0.0,0.022408963585434174,0.0,0.0,0.0,0.0,0.10673531666256889,0.12914428024800306,1325
129.053,35.17,129.054,35.171,71,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.11787165728996428,0.12907613908268137,1326
129.067,35.175,129.068,35.176,89,0.0,0.09523809523809523,0.0,0.0,0.0,0.014705882352941176,0.019090869646963538,0.12903484723799996,1327
129.062,35.161,129.063,35.162,368,0.0,0.06162464985994398,0.0,0.0,0.0,0.058823529411764705,0.00849447280756307,0.12894265207927175,1328
129.025,35.156,129.026,35.157,687,0.0,0.12324929971988796,0.0,0.0,0.0,0.0,0.00429062474388827,0.12753992446377624,1329
129.046,35.173,129.047,35.174,1404,0.0,0.10084033613445378,0.0,0.0,0.0,0.0,0.026105317964219082,0.12694565409867287,1330
129.057,35.156,129.058,35.157,1157,0.0,0.09523809523809523,0.0,0.0,0.0,0.029411764705882353,0.0016632197040915206,0.12631307964806912,1331
129.08,35.172,129.081,35.173,472,0.0,0.05322128851540616,0.0,0.0,0.0,0.0,0.07299365083956438,0.12621493935497055,1332
129.045,35.169,129.046,35.17,81,0.0,0.047619047619047616,0.0,0.0,0.0,0.029411764705882353,0.04899989876053975,0.12603071108546973,1333
129.05,35.166,129.051,35.167,1275,0.0,0.07282913165266107,0.0,0.0,0.0,0.014705882352941176,0.038403501921139276,0.12593851592674152,1334
129.057,35.158,129.058,35.159,885,0.0,0.0784313725490196,0.0,0.0,0.0,0.044117647058823525,0.00336500682161125,0.12591402642945437,1335
129.051,35.161,129.052,35.162,74,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.11419329023424883,0.12539777202696592,1336
129.054,35.143,129.055,35.144,1625,0.0,0.09523809523809523,0.0,0.0,0.0,0.029411764705882353,0.0,0.12464985994397759,1337
129.056,35.154,129.057,35.155,1302,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0067107299365083955,0.12435778876003781,1338
129.026,35.168,129.027,35.169,1078,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.11544673117066562,0.12385009251520343,1339
129.018,35.158,129.019,35.159,646,0.0,0.01680672268907563,0.0,0.0,0.0,0.07352941176470588,0.03346687300232851,0.12380300745611002,1340
129.024,35.147,129.025,35.148,305,0.0,0.0,0.0,0.0,0.0,0.0,0.12373390413105208,0.12373390413105208,1341
129.033,35.155,129.034,35.156,40,0.0,0.04481792717086835,0.0,0.0,0.0,0.0,0.07830631203930019,0.12312423921016855,1342
129.023,35.145,129.024,35.146,1153,0.0,0.022408963585434174,0.0,0.0,0.0,0.0,0.10050667939391308,0.12291564297934726,1343
129.061,35.174,129.062,35.175,1254,0.0,0.05042016806722689,0.0,0.0,0.0,0.044117647058823525,0.02746964021424198,0.12200745534029239,1344
129.026,35.159,129.027,35.16,481,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.11631449797280033,0.12191673886915887,1345
129.05,35.157,129.051,35.158,1950,0.0,0.09243697478991597,0.0,0.0,0.0,0.029411764705882353,0.0,0.12184873949579833,1346
129.073,35.15,129.074,35.151,1613,0.0,0.03361344537815126,0.0,0.0,0.0,0.08823529411764705,0.0,0.1218487394957983,1347
129.07,35.152,129.071,35.153,422,0.0,0.05322128851540616,0.0,0.0,0.0,0.029411764705882353,0.03868793659517232,0.12132098981646083,1348
129.06,35.154,129.061,35.155,1507,0.0,0.11484593837535013,0.0,0.0,0.0,0.0,0.006286488388798094,0.12113242676414823,1349
129.031,35.174,129.032,35.175,507,0.0,0.01680672268907563,0.015384615384615385,0.0,0.0,0.0,0.0887098718115596,0.12090120988525062,1350
129.041,35.172,129.042,35.173,346,0.0,0.008403361344537815,0.0,0.0,0.0,0.029411764705882353,0.08306456667100551,0.12087969272142568,1351
129.028,35.161,129.029,35.162,96,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.11802592694367711,0.12082704739185639,1352
129.025,35.154,129.026,35.155,1185,0.0,0.09803921568627451,0.0,0.0,0.0,0.014705882352941176,0.007723124538998886,0.12046822257821457,1353
129.047,35.166,129.048,35.167,922,0.0,0.025210084033613446,0.0,0.0,0.0,0.07352941176470588,0.0212410029455862,0.11998049874390554,1354
129.043,35.176,129.044,35.177,1000,0.0,0.028011204481792718,0.0,0.0,0.0,0.08823529411764705,0.0035771275954664004,0.11982362619490616,1355
129.058,35.154,129.059,35.155,301,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0016632197040915206,0.11931027852762092,1356
129.029,35.146,129.03,35.147,2656,0.0,0.0896358543417367,0.0,0.0,0.0,0.029411764705882353,0.0,0.11904761904761904,1357
129.034,35.16,129.035,35.161,1420,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.11336409084554233,0.11896633174190087,1358
129.033,35.175,129.034,35.176,1223,0.0,0.0700280112044818,0.0,0.0,0.0,0.0,0.04882152447343428,0.11884953567791608,1359
129.032,35.152,129.033,35.153,976,0.0,0.056022408963585436,0.0,0.0,0.0,0.044117647058823525,0.01826167025825704,0.118401726280666,1360
129.07,35.172,129.071,35.173,273,0.0,0.06722689075630252,0.0,0.0,0.0,0.044117647058823525,0.006879462370256811,0.11822400018538286,1361
129.025,35.17,129.026,35.171,1317,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.1097628586166833,0.11816621996122112,1362
129.047,35.182,129.048,35.183,1990,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,1363
129.062,35.167,129.063,35.168,3109,0.0,0.025210084033613446,0.09230769230769231,0.0,0.0,0.0,0.0,0.11751777634130575,1364
129.02,35.154,129.021,35.155,863,0.0,0.0700280112044818,0.0,0.0,0.0,0.044117647058823525,0.0025309865062262266,0.11667664476953155,1365
129.027,35.172,129.028,35.173,583,0.0,0.0,0.0,0.0,0.0,0.0,0.11657964894011927,0.11657964894011927,1366
129.049,35.163,129.05,35.164,72,0.0,0.03081232492997199,0.0,0.0,0.0,0.0,0.08563894151733846,0.11645126644731045,1367
129.028,35.171,129.029,35.172,1460,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.10518297827208346,0.11638746006480055,1368
129.018,35.156,129.019,35.157,815,0.0,0.0,0.0,0.0,0.0,0.0,0.1158854354984115,0.1158854354984115,1369
129.025,35.157,129.026,35.158,224,0.0,0.05042016806722689,0.03076923076923077,0.0,0.0,0.029411764705882353,0.005148749692665924,0.11574991323500593,1370
129.034,35.145,129.035,35.146,984,0.0,0.011204481792717087,0.0,0.0,0.0,0.058823529411764705,0.045707205839106396,0.11573521704358819,1371
129.062,35.152,129.063,35.153,1709,0.0,0.04201680672268908,0.0,0.0,0.0,0.07352941176470588,0.0,0.11554621848739496,1372
129.06,35.16,129.061,35.161,372,0.0,0.08403361344537816,0.0,0.0,0.0,0.014705882352941176,0.016743078354521303,0.11548257415284063,1373
129.024,35.155,129.025,35.156,1269,0.0,0.056022408963585436,0.0,0.0,0.0,0.029411764705882353,0.030029552280539364,0.11546372595000715,1374
129.029,35.161,129.03,35.162,1564,0.0,0.0,0.0,0.0,0.0,0.0,0.11545155209734415,0.11545155209734415,1375
129.055,35.149,129.056,35.15,1632,0.0,0.056022408963585436,0.0,0.0,0.0,0.058823529411764705,0.0,0.11484593837535015,1376
129.031,35.159,129.032,35.16,1147,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.11147428758756008,0.11427540803573935,1377
129.054,35.163,129.055,35.164,924,0.0,0.06722689075630252,0.0,0.0,0.0,0.029411764705882353,0.017360156969372653,0.11399881243155752,1378
129.06,35.158,129.061,35.159,1341,0.0,0.047619047619047616,0.0,0.0,0.0,0.014705882352941176,0.0515549899001586,0.1138799198721474,1379
129.037,35.148,129.038,35.149,573,0.0,0.047619047619047616,0.0,0.0,0.0,0.044117647058823525,0.020884254371375265,0.11262094904924641,1380
129.057,35.152,129.058,35.153,129,0.0,0.1092436974789916,0.0,0.0,0.0,0.0,0.0033553649682541977,0.1125990624472458,1381
129.065,35.165,129.066,35.166,709,0.0,0.03081232492997199,0.0,0.0,0.0,0.029411764705882353,0.05228777075529458,0.11251186039114892,1382
129.032,35.155,129.033,35.156,530,0.0,0.0784313725490196,0.0,0.0,0.0,0.029411764705882353,0.0017355336042694128,0.10957867085917138,1383
129.071,35.178,129.072,35.179,3247,0.0,0.05042016806722689,0.0,0.0,0.0,0.058823529411764705,0.0,0.1092436974789916,1384
129.059,35.166,129.06,35.167,1684,0.0,0.01680672268907563,0.09230769230769231,0.0,0.0,0.0,0.0,0.10911441499676794,1385
129.057,35.149,129.058,35.15,1540,0.0,0.058823529411764705,0.0,0.0,0.0,0.044117647058823525,0.005505498266876859,0.1084466747374651,1386
129.034,35.161,129.035,35.162,439,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.09983657058559796,0.10823993193013577,1387
129.032,35.15,129.033,35.151,764,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.09974015205202744,0.10814351339656525,1388
129.033,35.147,129.034,35.148,600,0.0,0.022408963585434174,0.0,0.0,0.0,0.0,0.08556662761716058,0.10797559120259476,1389
129.059,35.156,129.06,35.157,123,0.0,0.08123249299719888,0.0,0.0,0.0,0.0,0.026717575652391905,0.10795006864959078,1390
129.037,35.171,129.038,35.172,2297,0.0,0.10644257703081232,0.0,0.0,0.0,0.0,0.0,0.10644257703081232,1391
129.06,35.149,129.061,35.15,1670,0.0,0.06162464985994398,0.0,0.0,0.0,0.044117647058823525,0.0,0.1057422969187675,1392
129.06,35.157,129.061,35.158,57,0.0,0.09243697478991597,0.0,0.0,0.0,0.0,0.01328647392601806,0.10572344871593403,1393
129.055,35.147,129.056,35.148,462,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.010442127185687633,0.10568022242378286,1394
129.03,35.146,129.031,35.147,1194,0.0,0.0196078431372549,0.0,0.0,0.0,0.058823529411764705,0.02614388537764729,0.1045752579266669,1395
129.021,35.145,129.022,35.146,1450,0.0,0.025210084033613446,0.0,0.0,0.0,0.07352941176470588,0.005061973012452453,0.10380146881077179,1396
129.03,35.149,129.031,35.15,1500,0.0,0.04201680672268908,0.0,0.0,0.0,0.014705882352941176,0.046666570248133095,0.10338925932376336,1397
129.049,35.172,129.05,35.173,1963,0.0,0.07282913165266107,0.0,0.0,0.0,0.029411764705882353,0.0,0.10224089635854341,1398
129.071,35.172,129.072,35.173,3234,0.0,0.07282913165266107,0.0,0.0,0.0,0.029411764705882353,0.0,0.10224089635854341,1398
129.067,35.173,129.068,35.174,248,0.0,0.05322128851540616,0.0,0.0,0.0,0.029411764705882353,0.01936566246763953,0.10199871568892804,1399
129.034,35.156,129.035,35.157,399,0.0,0.06722689075630252,0.0,0.0,0.0,0.014705882352941176,0.019804366795385407,0.1017371399046291,1400
129.03,35.174,129.031,35.175,842,0.0,0.0,0.0,0.0,0.0,0.0,0.10114304171547855,0.10114304171547855,1401
129.058,35.161,129.059,35.162,509,0.0,0.07563025210084033,0.0,0.0,0.0,0.014705882352941176,0.010543366645936683,0.10087950109971819,1402
